name,category,province,address,phone,website,rating,review_count,google_maps_url,type,priority
Rumah Bambini (Rumah Psikologi dan Edukasi bagi Keluarga Pekanbaru),Psikolog,Riau,Jl. Nangka No.27,,0821-7205-7992,,,https://www.google.com/maps/place/Rumah+Bambini+%28Rumah+Psikologi+dan+Edukasi+bagi+Keluarga+Pekanbaru%29/data=!4m7!3m6!1s0x31d5af14fd2382a1:0x6c10434de2009dab!8m2!3d0.5043184!4d101.4499557!16s%2Fg%2F11j8hfrl4y!19sChIJoYIj_RSv1TERq50A4k1DEGw?authuser=0&hl=id&rclk=1,Psychologist,2
Praktik Psikolog Ria Alfarina,Psikolog,Riau,·,,0852-6557-4417,,,https://www.google.com/maps/place/Praktik+Psikolog+Ria+Alfarina/data=!4m7!3m6!1s0x31d5cd632ec41b3b:0x46443a15a85a7d!8m2!3d0.5668604!4d101.8352715!16s%2Fg%2F11y9y9tqy1!19sChIJOxvELmPN1TERfVqoFTpERgA?authuser=0&hl=id&rclk=1,Psychologist,2
"KLINIK HIPNOTERAPI PEKANBARU, Minda Brilian Sukses",Psikolog,Riau,Jl. Lumba - Lumba No.45,,0813-7853-7379,,,"https://www.google.com/maps/place/KLINIK+HIPNOTERAPI+PEKANBARU,+Minda+Brilian+Sukses/data=!4m7!3m6!1s0x31d5aeea5ab8fbcb:0xf02bde4ed8bb5620!8m2!3d0.4928472!4d101.4634762!16s%2Fg%2F11clt9k8_n!19sChIJy_u4Wuqu1TERIFa72E7eK_A?authuser=0&hl=id&rclk=1",Psychologist,2
Praktek Psikolog Pekanbaru,Psikolog,Riau,Jl. Taman Sari No.6,,,,,https://www.google.com/maps/place/Praktek+Psikolog+Pekanbaru/data=!4m7!3m6!1s0x31d5ab2a2ee29183:0xa0873c70e78fd55d!8m2!3d0.568769!4d101.422063!16s%2Fg%2F11swf5r9p8!19sChIJg5HiLiqr1TERXdWP53A8h6A?authuser=0&hl=id&rclk=1,Psychologist,2
"Praktek Psikologi “ Sri Rahmadhani ,M.Psi.,Psikolog”",Psikolog,Riau,Jl. Kereta Api Ujung No.7.D,,0822-1845-5888,,,"https://www.google.com/maps/place/Praktek+Psikologi+%E2%80%9C+Sri+Rahmadhani+,M.Psi.,Psikolog%E2%80%9D/data=!4m7!3m6!1s0x31d5affaacd3d379:0x626eb6ad16a73661!8m2!3d0.4926423!4d101.4531404!16s%2Fg%2F11rwrgl1b_!19sChIJedPTrPqv1TERYTanFq22bmI?authuser=0&hl=id&rclk=1",Psychologist,2
"Psikolog OKE DIAH, S.Psi",Psikolog,Riau,Jl. Mangga No.78,,0813-8133-3901,,,"https://www.google.com/maps/place/Psikolog+OKE+DIAH,+S.Psi/data=!4m7!3m6!1s0x31d5ade71182026b:0xb728eecd1db54ccb!8m2!3d0.515664!4d101.4393713!16s%2Fg%2F11gjhcdfjn!19sChIJawKCEeet1TERy0y1Hc3uKLc?authuser=0&hl=id&rclk=1",Psychologist,2
Praktik Psikolog Yusrah Annisa,Psikolog,Riau,Gg. Ambisi,,0822-8678-3406,,,https://www.google.com/maps/place/Praktik+Psikolog+Yusrah+Annisa/data=!4m7!3m6!1s0x31d5c5006776a3c1:0x652d67fdb2975c82!8m2!3d0.3949317!4d101.8583129!16s%2Fg%2F11mdh8_ln1!19sChIJwaN2ZwDF1TERglyXsv1nLWU?authuser=0&hl=id&rclk=1,Psychologist,2
Psiko-Power Psikolog,Psikolog,Riau,Gg. Kartini 1 No. 11 F,,0811-7672-967,,,https://www.google.com/maps/place/Psiko-Power+Psikolog/data=!4m7!3m6!1s0x31d5ad585dda9b37:0x172f691730b66b24!8m2!3d0.5208065!4d101.4486508!16s%2Fg%2F11h3l05ptn!19sChIJN5vaXVit1TERJGu2MBdpLxc?authuser=0&hl=id&rclk=1,Psychologist,2
"Praktik Psikolog Klinis - Anak, Remaja, dan Dewasa - Paramita Estikasari, M.Psi, Psikolog",Psikolog,Riau,Perumahan Grand BSI Cluster Kerinci Blok C10,,0821-7365-5794,,,"https://www.google.com/maps/place/Praktik+Psikolog+Klinis+-+Anak,+Remaja,+dan+Dewasa+-+Paramita+Estikasari,+M.Psi,+Psikolog/data=!4m7!3m6!1s0x31d989f486a1dc4f:0xfcd934943fd6fdfa!8m2!3d1.1141891!4d104.0912488!16s%2Fg%2F11pyvml8js!19sChIJT9yhhvSJ2TER-v3WP5Q02fw?authuser=0&hl=id&rclk=1",Psychologist,2
Praktik Psikolog,Konsultan,Riau,43G2+8M,,0813-7201-1086,,,https://www.google.com/maps/place/Praktik+Psikolog/data=!4m7!3m6!1s0x31d9896e21eb7163:0x1199e2b4fd14409a!8m2!3d1.1257808!4d104.0515328!16s%2Fg%2F11swk0spk7!19sChIJY3HrIW6J2TERmkAU_bTimRE?authuser=0&hl=id&rclk=1,Psychologist,2
Lembaga Psikologi Terapan Persona,Psikolog,Riau,"Komplek Ruko The Summer, Jl. Raja Isa Blk. B2 No.11-12",,0812-7737-8577,,,https://www.google.com/maps/place/Lembaga+Psikologi+Terapan+Persona/data=!4m7!3m6!1s0x31d98e1555555555:0x15c377256118f209!8m2!3d1.1205556!4d104.055999!16s%2Fg%2F11gfk0l3z4!19sChIJVVVVVRWO2TERCfIYYSV3wxU?authuser=0&hl=id&rclk=1,Psychologist,2
Yayasan Praktek Psikolog Indonesia,Psikolog,Riau,"Bee Office, Komplek Ruko Mall Botani 2, Blok A7, RT.1/RW.2",,0812-1345-8601,,,https://www.google.com/maps/place/Yayasan+Praktek+Psikolog+Indonesia/data=!4m7!3m6!1s0x31d989c9f52567e9:0x6e116578eb19b260!8m2!3d1.1077145!4d104.085227!16s%2Fg%2F11sbw61p3h!19sChIJ6Wcl9cmJ2TERYLIZ63hlEW4?authuser=0&hl=id&rclk=1,Psychologist,2
Klinik Hipnoterapi Tanjungpinang - Konsultasi Psikologis,Layanan Hipnoterapi,Riau,"Perumahan Villa Vista, Lorong ke Empat Blok E Nomor 6",,0853-8888-8686,,,https://www.google.com/maps/place/Klinik+Hipnoterapi+Tanjungpinang+-+Konsultasi+Psikologis/data=!4m7!3m6!1s0x31d9732d322b0f87:0xa9fb938cc7f06413!8m2!3d0.9405095!4d104.5128508!16s%2Fg%2F11pb7h4cps!19sChIJhw8rMi1z2TERE2Twx4yT-6k?authuser=0&hl=id&rclk=1,Psychologist,2
POTENPSI | Psikolog Batam | Jasa konsultan psikologi Batam | Praktik Psikolog Batam,Psikolog,Riau,"Obenk Kaos Batam, Ruko regency park blok i No. 6, pelita Dekat Bank BTN Pelita, Lantai 2 T",,0858-3540-5917,,,https://www.google.com/maps/place/POTENPSI+%7C+Psikolog+Batam+%7C+Jasa+konsultan+psikologi+Batam+%7C+Praktik+Psikolog+Batam/data=!4m7!3m6!1s0x31d9891963ddb0c1:0xac8c24b55edc221a!8m2!3d1.1444681!4d104.0180138!16s%2Fg%2F11v3xjj8bp!19sChIJwbDdYxmJ2TERGiLcXrUkjKw?authuser=0&hl=id&rclk=1,Psychologist,2
"Praktik Psikolog Geraisa Dayura Chanet, M.Psi., Psikolog.",Psikolog Anak,Riau,Jl. Beverly Garden Harbourfront - Batam Centre Blok BG No. 31,,0831-3239-2993,,,"https://www.google.com/maps/place/Praktik+Psikolog+Geraisa+Dayura+Chanet,+M.Psi.,+Psikolog./data=!4m7!3m6!1s0x31d9895945353379:0xc8f19891269a194d!8m2!3d1.1230508!4d104.0634173!16s%2Fg%2F11tc_xqvpv!19sChIJeTM1RVmJ2TERTRmaJpGY8cg?authuser=0&hl=id&rclk=1",Psychologist,2
Psikotest SIM (Arka Trans Psikologi),Klinik Pengajaran Psikologi,Riau,"XCW7+W3R, Jl. Jenderal Ahmad Yani",,0813-6464-8333,,,https://www.google.com/maps/place/Psikotest+SIM+%28Arka+Trans+Psikologi%29/data=!4m7!3m6!1s0x31d75b8662376ee9:0x898d550c36be5beb!8m2!3d0.996627!4d103.4116028!16s%2Fg%2F11pd30js2d!19sChIJ6W43YoZb1zER61u-NgxVjYk?authuser=0&hl=id&rclk=1,Psychologist,2
Arka Trans Psikologi,Klinik Medis,Riau,"RMXC+88P, Jl. Sumbar-Riau",,0812-6848-5718,,,https://www.google.com/maps/place/Arka+Trans+Psikologi/data=!4m7!3m6!1s0x2e2ab27bfdb2e82f:0x7b78d23324c18c9f!8m2!3d-0.1516745!4d100.6708226!16s%2Fg%2F11h_sm1pvr!19sChIJL-iy_XuyKi4Rn4zBJDPSeHs?authuser=0&hl=id&rclk=1,Psychologist,2
"Hipnoterapi Batam,Kecemasan(emosional,stress,depresi),terapi anak, Bipolar,OCD,Autisme,NPD,NLP,ICEOHypnotherapyBatam,meditasi",Psikolog,Riau,"Ruko cipta land, Blk. Kamboja No.1",,0857-9221-7947,,,"https://www.google.com/maps/place/Hipnoterapi+Batam,Kecemasan%28emosional,stress,depresi%29,terapi+anak,+Bipolar,OCD,Autisme,NPD,NLP,ICEOHypnotherapyBatam,meditasi/data=!4m7!3m6!1s0x31d98fdbc6ad1e75:0xdc2fb982f5de720e!8m2!3d1.1328088!4d103.9780283!16s%2Fg%2F11v03vqw9k!19sChIJdR6txtuP2TERDnLe9YK5L9w?authuser=0&hl=id&rclk=1",Psychologist,2
"Praktik Psikolog Dwi Ningsih Ariani, M.Psi., Psikolog",Psikolog,Riau,·,,0821-2553-2562,,,"https://www.google.com/maps/place/Praktik+Psikolog+Dwi+Ningsih+Ariani,+M.Psi.,+Psikolog/data=!4m7!3m6!1s0x2fd549bc87ecb07b:0xb62d774e8de5feb3!8m2!3d-6.2313275!4d106.716234!16s%2Fg%2F11qqfg7n0l!19sChIJe7Dsh7xJ1S8Rs_7ljU53LbY?authuser=0&hl=id&rclk=1",Psychologist,2
Batam Mental Health & Wellness Center / Batong Educare,Psikolog,Riau,"ruko tiban sentra niaga (tisenia, Jl. Gajah Mada No.12 Blk D",,0821-7206-7322,,,https://www.google.com/maps/place/Batam+Mental+Health+%26+Wellness+Center+%2F+Batong+Educare/data=!4m7!3m6!1s0x31d98b46ef2c9155:0x768d13c0c2ba11db!8m2!3d1.1125653!4d103.9748167!16s%2Fg%2F11vkd3b0gk!19sChIJVZEs70aL2TER2xG6wsATjXY?authuser=0&hl=id&rclk=1,Psychologist,2
Klinik & Apotek Mind Body Soul,Psikolog,Riau,Komplek Pertokoan Grand Junction Blok A No. 07-08,,0822-8217-3700,,,https://www.google.com/maps/place/Klinik+%26+Apotek+Mind+Body+Soul/data=!4m7!3m6!1s0x31d98900286b5277:0x637b97d7c47cc713!8m2!3d1.106559!4d104.0794113!16s%2Fg%2F11w4ngln94!19sChIJd1JrKACJ2TERE8d8xNeXe2M?authuser=0&hl=id&rclk=1,Psychologist,2
Biro Psikologi MY Psikolog,Psikolog,Riau,Jl. Handjoyo Putro Komplek Ruko Permata Artha 2 No.14,,0812-6028-0280,,,https://www.google.com/maps/place/Biro+Psikologi+MY+Psikolog/data=!4m7!3m6!1s0x31d96d1fe78ff307:0xf5d9ed9bd6c4f784!8m2!3d0.9119441!4d104.5059279!16s%2Fg%2F11pfbbzl65!19sChIJB_OP5x9t2TERhPfE1pvt2fU?authuser=0&hl=id&rclk=1,Psychologist,2
Psikolog Batam - Praktek Psikologi dan Hipnoterapi Batam Aribowo. Melayani Sabtu dan Minggu. ADA PROMO KHUSUS,Psikolog Anak,Riau,·,2,0851-7202-9042,,,https://www.google.com/maps/place/Psikolog+Batam+-+Praktek+Psikologi+dan+Hipnoterapi+Batam+Aribowo.+Melayani+Sabtu+dan+Minggu.+ADA+PROMO+KHUSUS/data=!4m7!3m6!1s0x31d9878dfd59b077:0x9babf5493b850426!8m2!3d1.143401!4d104.1204309!16s%2Fg%2F11lnzb59wd!19sChIJd7BZ_Y2H2TERJgSFO0n1q5s?authuser=0&hl=id&rclk=1,Psychologist,2
Empathetic Consulting,Psikolog,Riau,Jl. Pantai Impian Gg.Trubuk No.49A,,0812-1000-3112,,,https://www.google.com/maps/place/Empathetic+Consulting/data=!4m7!3m6!1s0x31d973401199fd43:0xda126972181492be!8m2!3d0.9058524!4d104.4486558!16s%2Fg%2F11k9h5y7j1!19sChIJQ_2ZEUBz2TERvpIUGHJpEto?authuser=0&hl=id&rclk=1,Psychologist,2
Biro Psikologi Kayisa,Psikolog,Riau,Jl. Raya Dompak No.KM. 9,,0818-0910-7962,,,https://www.google.com/maps/place/Biro+Psikologi+Kayisa/data=!4m7!3m6!1s0x31d96d684415f76d:0xe912272ec41ffefc!8m2!3d0.8955975!4d104.479868!16s%2Fg%2F11tp69grdw!19sChIJbfcVRGht2TER_P4fxC4nEuk?authuser=0&hl=id&rclk=1,Psychologist,2
Biro Psikologi Sakinah / Konsultasi Psikologi,Psikolog,Riau,"WF7F+V44, Jl. Gatot Subroto No.26",,0811-779-625,,,https://www.google.com/maps/place/Biro+Psikologi+Sakinah+%2F+Konsultasi+Psikologi/data=!4m7!3m6!1s0x31d97284cd34850f:0xa7b85929a9da1613!8m2!3d0.9143413!4d104.4724536!16s%2Fg%2F11clt8w29c!19sChIJD4U0zYRy2TERExbaqSlZuKc?authuser=0&hl=id&rclk=1,Psychologist,2
Lembaga Psikologi Terapan Propsychology,Psikolog,Riau,Jl. Belanti Raya No.5,,0812-7027-7084,,,https://www.google.com/maps/place/Lembaga+Psikologi+Terapan+Propsychology/data=!4m7!3m6!1s0x2fd4b8caffffffff:0x2838491e334230c2!8m2!3d-0.9186384!4d100.3532174!16s%2Fg%2F11p16mbqrc!19sChIJ_____8q41C8RwjBCMx5JOCg?authuser=0&hl=id&rclk=1,Psychologist,2
layanan psikologi insight,Psikolog,Riau,·,,0821-3758-8399,,,https://www.google.com/maps/place/layanan+psikologi+insight/data=!4m7!3m6!1s0xa7177264e42c55ff:0x59327e4694fc6414!8m2!3d1.275915!4d101.1891229!16s%2Fg%2F11vqs7kssq!19sChIJ_1Us5GRyF6cRFGT8lEZ-Mlk?authuser=0&hl=id&rclk=1,Psychologist,2
Biro Psikologi Mind and Personality,Psikolog,Riau,Jl. Tanah Mendapo RT 11 No.19 Lingkungan 4 Kel,,0823-8598-2399,,,https://www.google.com/maps/place/Biro+Psikologi+Mind+and+Personality/data=!4m7!3m6!1s0x2e2da14643dcff5d:0x77773ef141810784!8m2!3d-2.0603839!4d101.3976349!16s%2Fg%2F11n0gbgrp1!19sChIJXf_cQ0ahLS4RhAeBQfE-d3c?authuser=0&hl=id&rclk=1,Psychologist,2
Lembaga Psikologi Eureka Batu Aji Batam,Psikolog Anak,Riau,"Di atas Kantor Pos, Ruko Buana Impian Blok B1. 25",,0852-7400-9834,,,https://www.google.com/maps/place/Lembaga+Psikologi+Eureka+Batu+Aji+Batam/data=!4m7!3m6!1s0x31d98d2c6800a609:0xcec5f422f51c29cd!8m2!3d1.0337226!4d104.0031651!16s%2Fg%2F11v5vyf5k6!19sChIJCaYAaCyN2TERzSkc9SL0xc4?authuser=0&hl=id&rclk=1,Psychologist,2
Kiddo's Clinic - Klinik Psikologi dan Tumbuh Kembang Anak,Klinik Kesehatan Mental,Riau,Jl. Kulim No.88,,0811-7607-117,,,https://www.google.com/maps/place/Kiddo%27s+Clinic+-+Klinik+Psikologi+dan+Tumbuh+Kembang+Anak/data=!4m7!3m6!1s0x31d5abb01ec1ddfb:0x1e562619c6918b04!8m2!3d0.5389326!4d101.4293654!16s%2Fg%2F11rg6q94zf!19sChIJ-93BHrCr1TERBIuRxhkmVh4?authuser=0&hl=id&rclk=1,Psychology Clinic,3
RS Jiwa Tampan,Rumah Sakit Jiwa,Riau,·,125,0822-6678-0044,,,https://www.google.com/maps/place/RS+Jiwa+Tampan/data=!4m7!3m6!1s0x31d5a85be66bb65b:0x843e44bbd84eb38d!8m2!3d0.4649441!4d101.3825906!16s%2Fg%2F1hm348c4c!19sChIJW7Zr5luo1TERjbNO2LtEPoQ?authuser=0&hl=id&rclk=1,Psychiatric Hospital,4
Eka Hospital Pekanbaru,Rumah Sakit Swasta,Riau,·,6,(0761) 6989999,,,https://www.google.com/maps/place/Eka+Hospital+Pekanbaru/data=!4m7!3m6!1s0x31d5a958ff468d7d:0x958ef365745c3ff7!8m2!3d0.4823484!4d101.4198714!16s%2Fg%2F1pzx4nxgs!19sChIJfY1G_1ip1TER9z9cdGXzjpU?authuser=0&hl=id&rclk=1,Hospital,5
RS AWAL BROS SUDIRMAN PEKANBARU,Rumah Sakit Swasta,Riau,·,117,1 500 088,,,https://www.google.com/maps/place/RS+AWAL+BROS+SUDIRMAN+PEKANBARU/data=!4m7!3m6!1s0x31d5aebff833272f:0x1a390ce196af8960!8m2!3d0.496926!4d101.455976!16s%2Fg%2F1hm2s_0p2!19sChIJLycz-L-u1TERYImvluEMORo?authuser=0&hl=id&rclk=1,Hospital,5
RS Santa Maria Pekanbaru,Rumah Sakit,Riau,·,68,(0761) 22213,,,https://www.google.com/maps/place/RS+Santa+Maria+Pekanbaru/data=!4m7!3m6!1s0x31d5ac0e5898027d:0x513117af9e29c4ef!8m2!3d0.5273899!4d101.4422225!16s%2Fg%2F1hm2szqzd!19sChIJfQKYWA6s1TER78Qpnq8XMVE?authuser=0&hl=id&rclk=1,Hospital,5
Brilliant centre dumai,Terapis psikomotorik,Riau,Jl. Marlan Jaya No.10,,0852-7312-3401,,,https://www.google.com/maps/place/Brilliant+centre+dumai/data=!4m7!3m6!1s0x31d3a92bfb4d15fb:0x8b38a20f9012c5f1!8m2!3d1.6616212!4d101.4331258!16s%2Fg%2F11tsfj97z5!19sChIJ-xVN-yup0zER8cUSkA-iOIs?authuser=0&hl=id&rclk=1,Mental Health Service,7
Praktek Psikiater dr. Lili Tunggal Sp.KJ,Psikiater,Sulawesi Barat,Jl. DR. Ratulangi No.180,,0852-4444-2630,,,https://www.google.com/maps/place/Praktek+Psikiater+dr.+Lili+Tunggal+Sp.KJ/data=!4m7!3m6!1s0x2dbee31ef23cbceb:0xb61988d710545be5!8m2!3d-5.1632359!4d119.417972!16s%2Fg%2F11p0g73yr9!19sChIJ67w88h7jvi0R5VtUENeIGbY?authuser=0&hl=id&rclk=1,Psychiatrist,1
Klinik Praktek Psikiater Fitrah,Klinik Kesehatan Mental,Sulawesi Barat,Jl. Monginsidi No.25,,0821-8704-0608,,,https://www.google.com/maps/place/Klinik+Praktek+Psikiater+Fitrah/data=!4m7!3m6!1s0x2dbee2a90df6a905:0x2b87e5d1d80a249d!8m2!3d-5.1484709!4d119.4215474!16s%2Fg%2F11g8xhtv18!19sChIJBan2Danivi0RnSQK2NHlhys?authuser=0&hl=id&rclk=1,Psychiatrist,1
Praktek DOKTER PSIKIATER,Dokter,Sulawesi Barat,Jl. Bandang No.291,,0811-445-854,,,https://www.google.com/maps/place/Praktek+DOKTER+PSIKIATER/data=!4m7!3m6!1s0x2dbefd6011caa0d3:0x6bdf95a8dd964bcb!8m2!3d-5.1229449!4d119.4183494!16s%2Fg%2F11c603lpsb!19sChIJ06DKEWD9vi0Ry0uW3aiV32s?authuser=0&hl=id&rclk=1,Psychiatrist,1
"Praktek Umum Dr. Sonny Tunggal, dr Lili Tunggal Sp.KJ Dan Apotik Prima Husada",Psikiater,Sulawesi Barat,Jl. DR. Ratulangi No.180,,0852-4444-2630,,,"https://www.google.com/maps/place/Praktek+Umum+Dr.+Sonny+Tunggal,+dr+Lili+Tunggal+Sp.KJ+Dan+Apotik+Prima+Husada/data=!4m7!3m6!1s0x2dbf1d5f3607e44d:0x6f9ac3f145bff8f9!8m2!3d-5.1631904!4d119.4178576!16s%2Fg%2F1pzr4g23r!19sChIJTeQHNl8dvy0R-fi_RfHDmm8?authuser=0&hl=id&rclk=1",Psychiatrist,1
Praktek Psikiater dr.Dwiwahyu Ningsih S Sp.kj,Dokter,Sulawesi Barat,6M32+HPQ,,0821-9553-3483,,,https://www.google.com/maps/place/Praktek+Psikiater+dr.Dwiwahyu+Ningsih+S+Sp.kj/data=!4m7!3m6!1s0x2d944d55e8b66bd7:0x8e553246d5f7793e!8m2!3d-3.7960325!4d119.6518656!16s%2Fg%2F11lqm0228t!19sChIJ12u26FVNlC0RPnn31UYyVY4?authuser=0&hl=id&rclk=1,Psychiatrist,1
"dr. Rinvil Renaldi, M.Kes, Sp.KJ(K), Psikiater Anak, Makassar",Psikiater anak,Sulawesi Barat,Jl. DR. Ratulangi No.115,,(0411) 852763,,,"https://www.google.com/maps/place/dr.+Rinvil+Renaldi,+M.Kes,+Sp.KJ%28K%29,+Psikiater+Anak,+Makassar/data=!4m7!3m6!1s0x2dbee3f68aa10323:0xf816202f1fbf1578!8m2!3d-5.1644518!4d119.4188224!16s%2Fg%2F11nym2mgmf!19sChIJIwOhivbjvi0ReBW_Hy8gFvg?authuser=0&hl=id&rclk=1",Psychiatrist,1
RUMAH KASYIM,Psikiater anak,Sulawesi Barat,Jl. Olah Raga,,0838-7063-4599,,,https://www.google.com/maps/place/RUMAH+KASYIM/data=!4m7!3m6!1s0x2d948925567b3e3d:0xf77732a6ac6cd892!8m2!3d-3.4307366!4d119.3418384!16s%2Fg%2F11tx_sxv72!19sChIJPT57ViWJlC0RkthsrKYyd_c?authuser=0&hl=id&rclk=1,Psychiatrist,1
"Praktik Psikologi Widia Julianti Siddik, M.Psi, Psikolog",Psikolog,Sulawesi Barat,Jl. A. Mappaoddang. H2 Lama,,0812-5388-3789,,,"https://www.google.com/maps/place/Praktik+Psikologi+Widia+Julianti+Siddik,+M.Psi,+Psikolog/data=!4m7!3m6!1s0x2dbf1de40b0ee231:0x26715718ae388944!8m2!3d-5.1743026!4d119.4150194!16s%2Fg%2F11jzydx3mt!19sChIJMeIOC-Qdvy0RRIk4rhhXcSY?authuser=0&hl=id&rclk=1",Psychologist,2
Layanan Psikologi Makassar | Cognito,Psikolog,Sulawesi Barat,"Bumi Permata Hijau, Jl. Bumi Raya Komp. (BPH) No.18 Blok B3",,0852-5597-2392,,,https://www.google.com/maps/place/Layanan+Psikologi+Makassar+%7C+Cognito/data=!4m7!3m6!1s0x2dbefd59f3c26e33:0xd5ebe7aa0e002e0!8m2!3d-5.1852303!4d119.4431357!16s%2Fg%2F11gdlxbvnj!19sChIJM27C81n9vi0R4ALgoHq-Xg0?authuser=0&hl=id&rclk=1,Psychologist,2
Spirit Psikologi Manado,Psikolog,Sulawesi Barat,"Jl. Lengkong Wuaya. Kel. Ranomuut, Lingk VI",,0812-4427-304,,,https://www.google.com/maps/place/Spirit+Psikologi+Manado/data=!4m7!3m6!1s0x32877555e9d29bd1:0x684d4224a0034473!8m2!3d1.477851!4d124.8792211!16s%2Fg%2F11h64fb6st!19sChIJ0ZvS6VV1hzIRc0QDoCRCTWg?authuser=0&hl=id&rclk=1,Psychologist,2
"Praktek Psikolog Dr. Meykel Djuuna, M.Psi., Psikolog",Psikolog,Sulawesi Barat,Jl. A.A. Maramis No.273,,0811-4358-998,,,"https://www.google.com/maps/place/Praktek+Psikolog+Dr.+Meykel+Djuuna,+M.Psi.,+Psikolog/data=!4m7!3m6!1s0x3287a10052d63be9:0x45fdb2bf82fecb62!8m2!3d1.5156824!4d124.9178176!16s%2Fg%2F11z0wd7t94!19sChIJ6TvWUgChhzIRYsv-gr-y_UU?authuser=0&hl=id&rclk=1",Psychologist,2
Praktik Psikolog Baubau Karracare Layanan Psikologi,Psikoterapis,Sulawesi Barat,Jl. Dr. Wahidin No.142 C,,0822-9025-6730,,,https://www.google.com/maps/place/Praktik+Psikolog+Baubau+Karracare+Layanan+Psikologi/data=!4m7!3m6!1s0x2da4770060466507:0x54dc3ccdc15ce886!8m2!3d-5.4700102!4d122.5995116!16s%2Fg%2F11lckps86h!19sChIJB2VGYAB3pC0Rhuhcwc083FQ?authuser=0&hl=id&rclk=1,Psychologist,2
"Biro Konsultasi & Pelayanan Psikologis ""HUMANITY""",Psikolog,Sulawesi Barat,Jl. Dr. Wahidin,,0852-3200-9871,,,https://www.google.com/maps/place/Biro+Konsultasi+%26+Pelayanan+Psikologis+%22HUMANITY%22/data=!4m7!3m6!1s0x2d8bedc47b06188f:0x1258c07ec7106a1b!8m2!3d-0.8968889!4d119.8665449!16s%2Fg%2F11h6npj5d_!19sChIJjxgGe8Ttiy0RG2oQx37AWBI?authuser=0&hl=id&rclk=1,Psychologist,2
Psikomorfosa,Psikolog,Sulawesi Barat,Jalan Kompleks Agraria Blok Q2 A,,0822-9231-8587,,,https://www.google.com/maps/place/Psikomorfosa/data=!4m7!3m6!1s0x2dbee296c5b57c0f:0xe8c45b4e6a3cdb90!8m2!3d-5.1753363!4d119.4480497!16s%2Fg%2F11csq8mn_w!19sChIJD3y1xZbivi0RkNs8ak5bxOg?authuser=0&hl=id&rclk=1,Psychologist,2
LEMBAGA PSIKOLOGI EXCELLENT,Psikolog,Sulawesi Barat,"Jalan A.P Pettarani Kompleks Ruko Bisnis Centre 3, Blk. C - D No.15",,(0411) 433666,,,https://www.google.com/maps/place/LEMBAGA+PSIKOLOGI+EXCELLENT/data=!4m7!3m6!1s0x2dbee2bec9fea83f:0x501e44ba4fb8fda8!8m2!3d-5.1491414!4d119.438163!16s%2Fg%2F1hd_f24sw!19sChIJP6j-yb7ivi0RqP24T7pEHlA?authuser=0&hl=id&rclk=1,Psychologist,2
Psikologi Sinergi,Psikolog,Sulawesi Barat,Jl. Balai Kota Timur No.1,,0815-1076-4938,,,https://www.google.com/maps/place/Psikologi+Sinergi/data=!4m7!3m6!1s0x2d8bed335f7aa8a3:0x9687089bff5f381b!8m2!3d-0.8980122!4d119.8919429!16s%2Fg%2F11g1kkx_t0!19sChIJo6h6XzPtiy0RGzhf_5sIh5Y?authuser=0&hl=id&rclk=1,Psychologist,2
Daya Potensia Indonesia,Psikolog,Sulawesi Barat,Jl. Raya Pendidikan No.9 Blok G1,,0811-430-253,,,https://www.google.com/maps/place/Daya+Potensia+Indonesia/data=!4m7!3m6!1s0x2dbee2f2dbd86ea7:0x8fa1bac66b2192af!8m2!3d-5.1710717!4d119.4408763!16s%2Fg%2F11c6f5p6dq!19sChIJp27Y2_Livi0Rr5Iha8a6oY8?authuser=0&hl=id&rclk=1,Psychologist,2
LPPT Widya Prasthya,Psikolog,Sulawesi Barat,"Jl. RSI Faisal II Perum Griya Modern No.7, Kel",,0811-4003-225,,,https://www.google.com/maps/place/LPPT+Widya+Prasthya/data=!4m7!3m6!1s0x2dbee3941e7e55e5:0x8bb40ddb7a3febcf!8m2!3d-5.165332!4d119.4340951!16s%2Fg%2F11j24lxdr7!19sChIJ5VV-HpTjvi0Rz-s_etsNtIs?authuser=0&hl=id&rclk=1,Psychologist,2
Lembaga Psikologi Progres,Psikolog,Sulawesi Barat,"RCJR+CJW, Jl. Mapala Raya",,0811-4111-812,,,https://www.google.com/maps/place/Lembaga+Psikologi+Progres/data=!4m7!3m6!1s0x2dbee3a23700ce01:0x166b47c572a0a70d!8m2!3d-5.1688945!4d119.4415687!16s%2Fg%2F11h2hmnsmb!19sChIJAc4AN6Ljvi0RDaegcsVHaxY?authuser=0&hl=id&rclk=1,Psychologist,2
Kantor Pelayanan psikolog,Kantor Administrasi Kota,Sulawesi Barat,Jl. Balai Kota Timur No.1,,,,,https://www.google.com/maps/place/Kantor+Pelayanan+psikolog/data=!4m7!3m6!1s0x2d8bef318781138d:0x4d2721f49586e01d!8m2!3d-0.898175!4d119.891988!16s%2Fg%2F11h_zb6pn8!19sChIJjROBhzHviy0RHeCGlfQhJ00?authuser=0&hl=id&rclk=1,Psychologist,2
